Model,Question,Reference_Answer,Generated_Answer,BLEU,ROUGE-L,BERTScore_F1,Judge_Factual (1-10),Judge_Format (1-10),Generation_Time(s)
lora_deepbac_model_ALLaM,اشرح مصطلح: الثورة الزراعية.,الثورة الزراعية هي تحول جذري في أساليب الزراعة والإنتاج الغذائي، بدأت في بريطانيا في القرن الثامن عشر، وتميزت بإدخال تقنيات جديدة مثل دورة المحاصيل والميكنة، مما أدى إلى زيادة الإنتاجية ودعم الثورة الصناعية.,الثورة الزراعية: تحول جذري في أساليب الزراعة والإنتاج الغذائي، بدأت في بريطانيا في القرن الثامن عشر، وتميزت بإدخال تقنيات جديدة مثل دورة المحاصيل واستخدام الآلات الزراعية، مما أدى إلى زيادة الإنتاجية ودعم الثورة الصناعية.,0.8,0.0,0.9673,10.0,10.0,2.96
lora_deepbac_model_ALLaM,اشرح ما تحته خط في النص: التكامل الاقتصادي الأوربي,التكامل الاقتصادي الأوروبي هو عملية اندماج اقتصادي بين دول أوروبا الغربية، بدأت بإنشاء الجماعة الأوروبية للفحم والصلب (1951)، ثم السوق الأوروبية المشتركة (1957)، وصولاً إلى الاتحاد الأوروبي، بهدف تحقيق التبادل الحر، وتوحيد السياسات الاقتصادية، وزيادة التنافسية.,شكل من أشكال التعاون والاندماج بين دول الاتحاد الأوروبي، يقوم على إلغاء الرسوم الجمركية، وتسهيل حركة الأشخاص والسلع والأموال، وقد تطور إلى سوق اقتصادية موحدة وعملتها الموحدة (اليورو)، ويهدف إلى تحقيق التنمية المستدامة والتنافسية العالمية.,0.0,0.0,0.7613,8.5,9.0,3.57
lora_deepbac_model_ALLaM,ما هي أسباب اندلاع الحرب العالمية الأولى؟,الأسباب: التنافس الاستعماري، السباق نحو التسلح، الأزمات الدبلوماسية، وتشكيل الأحلاف العسكرية (الوفاق الثلاثي والتحالف الثلاثي)، بالإضافة إلى اغتيال ولي عهد النمسا.,الأسباب الرئيسية: التنافس الاستعماري بين القوى الأوروبية، السباق نحو التسلح، تشكل الأحلاف العسكرية (التحالف الثلاثي والوفاق الثلاثي)، والأزمة البلقانية، بالإضافة إلى اغتيال ولي عهد النمسا فرانز فرديناند في سراييفو عام 1914.,0.2444,0.0,0.8814,10.0,9.0,4.41
lora_deepbac_model_ALLaM,اشرح مصطلح: منظمة التجارة العالمية.,منظمة عالمية تجارية تأسست في المغرب عام 1995 على أنقاض اتفاقية الغات، مقرها جنيف سويسرا، تهدف إلى تنظيم العلاقات التجارية وتدعو إلى تحرير التجارة العالمية.,منظمة دولية اقتصادية تأسست عام 1995، تهدف إلى تحرير التجارة العالمية عن طريق تقليل الحواجز الجمركية وغير الجمركية، وتعمل على تسوية النزاعات التجارية بين الدول الأعضاء.,0.1202,1.0,0.7852,8.0,9.0,1.92
lora_deepbac_model_ALLaM,ما هو تاريخ مظاهرات شعبية في الجزائر ضد الاستعمار الفرنسي؟,11/12/1960,5 أكتوبر 1961,0.0,0.0,0.7629,1.0,8.0,0.95
lora_deepbac_model_ALLaM,اشرح ما تحته خط في النص: هيئة الأمم المتحدة,تنظيم دولي يضم جميع الدول المستقلة تأسس في 31/01/1945 بغرض الحفاظ على السلم والأمن العالميين وتنظيم العلاقات الدولية، مقره نيويورك.,هيئة دولية تأسست عام 1945 بعد الحرب العالمية الثانية، تهدف إلى الحفاظ على السلام والأمن الدوليين، وتعمل كمنظمة عالمية تمثل الدول الأعضاء فيها.,0.0,0.5,0.7834,7.5,9.0,2.18
lora_deepbac_model_ALLaM,اشرح مفهوم القومية العربية.,القومية العربية هي أيديولوجية تهدف إلى توحيد الشعوب العربية في دولة واحدة أو كيان سياسي موحد، بناءً على اللغة والثقافة والتاريخ المشترك، وقد برزت في القرن التاسع عشر وازدهرت في القرن العشرين.,القومية العربية: حركة فكرية وسياسية ظهرت في القرن العشرين تهدف إلى توحيد العرب في دولة واحدة على أساس اللغة والتاريخ والثقافة المشتركة.,0.0,0.0,0.838,8.5,9.0,1.79
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الأمنية في الجزائر؟,الإصلاحات: تعزيز الأمن، مكافحة الإرهاب، وتحسين الاستقرار.,الإصلاحات: تعزيز الأمن، مكافحة الإرهاب، وتحسين الاستقرار.,1.0,0.0,1.0,10.0,10.0,1.16
lora_deepbac_model_ALLaM,اشرح ما تحته خط في النص: الطاقة,الموارد الطبيعية (المحروقات) المحركة للعمليات الإنتاجية وتنقسم إلى قسمين: طاقة متجددة مثل الماء والشمس والرياح، وطاقة غير متجددة مثل البترول والغاز الطبيعي وهي المحرك الأساسي للاقتصاد العالمي.,قدرة الأشياء على القيام بعمل ما نتيجة لاحتوائها على طاقة داخلية (الطاقة الكيميائية) أو سطحية (الطاقية) أو كامنة (الطيران)، تتحول إلى أشكال مختلفة (كهربائية، حرارية، ميكانيكية).,0.0,0.0,0.6803,2.0,3.0,2.82
lora_deepbac_model_ALLaM,اشرح مصطلح: التجارة الدولية.,المبادلات (الصادرات والواردات) التي تتم بين دولتين أو مجموعة من الدول وتنظمها الاتفاقيات والمعاهدات.,تبادل السلع والخدمات والأموال بين الدول (أو العالم) بناءً على قوانين العرض والطلب، ويتم عبر مفاوضات واتفاقيات تجارية.,0.0,0.0,0.7757,9.5,9.5,1.81
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الاجتماعية في الجزائر؟,الإصلاحات: تحسين مستوى المعيشة، دعم الفئات الهشة، وتعزيز التضامن.,الإصلاحات: تحسين الخدمات العامة، تعزيز العدالة الاجتماعية، وتوفير فرص العمل.,0.0,0.0,0.8742,8.0,9.5,1.4
lora_deepbac_model_ALLaM,ما هي أهم التحديات التي واجهت الجزائر بعد الاستقلال؟,التحديات: بناء المؤسسات، التنمية الاقتصادية، الوحدة الوطنية، ومكافحة الفساد.,التحديات: بناء الدولة، تطوير الاقتصاد، ومواجهة التدخلات الخارجية.,0.0,0.0,0.8725,5.0,9.0,1.16
lora_deepbac_model_ALLaM,اشرح مصطلح الأحلاف العسكرية.,تكتلات عسكرية ظهرت مع اشتداد الحرب الباردة وهي استراتيجية تبناها المعسكران الشرقي والغربي في إطار الحرب الباردة وتقوم على مبدأ الدفاع المشترك مثل حلف شمال الأطلسي وحلف وارسو.,تكتل مجموعة من الدول تحت قيادة دولة كبرى بهدف تنظيم الدفاع ضد خطر مشترك (حلف شمال الأطلسي، حلف جنوب شرق آسيا).,0.0,0.0,0.7613,7.5,8.0,1.94
lora_deepbac_model_ALLaM,اشرح مصطلح الدول المتخلفة.,الدول المتخلفة: تسمية تطلق على الدول المستقلة حديثا من إفريقيا وآسيا وأمريكا اللاتينية والتي تعاني من التخلف الاقتصادي والتأخر الاجتماعي والثقافي وضعف التحكم في التكنولوجيا.,الدول المتخلفة هي دول نامية تعاني من ضعف في التنمية الاقتصادية والاجتماعية مقارنة بالدول المتقدمة، وتتميز بانخفاض الدخل الفردي، تخلف الصناعة، وفلاحة بدائية، وهي معظمها تقع في العالم الثالث.,0.0,0.0,0.7354,6.5,9.0,2.85
lora_deepbac_model_ALLaM,اشرح ما تحته خط في النص: الاستقلال الوطني,الاستقلال الوطني هو الهدف النهائي للثورة الجزائرية، ويعني تحرير الجزائر من الاستعمار الفرنسي، واستعادة السيادة الكاملة على أراضيها ومواردها، وإقامة دولة جزائرية مستقلة ذات سيادة، وقد تحقق في 5 يوليو 1962.,الاستقلال الوطني هو استعادة الجزائر سيادتها وحرية قرارها بعد الاستعمار الفرنسي الذي دام 132 عاماً، وتم تحقيقه بفضل الثورة التحريرية التي بدأت في الأول من نوفمبر 1954.,0.0,0.0,0.7719,8.5,9.0,2.54
lora_deepbac_model_ALLaM,اشرح ما تحته خط في النص: جيش التحرير الوطني,جيش التحرير الوطني هو الجناح العسكري لجبهة التحرير الوطني الجزائرية، الذي تشكل خلال ثورة التحرير الجزائرية (1954-1962)، وكان مسؤولاً عن العمليات العسكرية ضد الاستعمار الفرنسي، وتم تنظيمه وتقسيمه إلى ولايات خلال مؤتمر الصومام.,جيش التحرير الوطني هو التنظيم العسكري للثورة الجزائرية، تأسس عام 1954، وقام بعمليات عسكرية ضد الاستعمار الفرنسي بهدف تحقيق الاستقلال الوطني.,0.0675,0.6667,0.8214,8.5,9.0,2.09
lora_deepbac_model_ALLaM,اشرح المصطلحات التالية: حركة عدم الانحياز، سياسة الاحتواء، حلف وارسو.,حركة عدم الانحياز: تيار سياسي ظهر خلال الحرب الباردة، يضم دولًا رفضت الانحياز لأي من المعسكرين الشرقي بقيادة الاتحاد السوفيتي والغربي بقيادة الولايات المتحدة. سياسة الاحتواء: استراتيجية أمريكية تهدف إلى منع انتشار الشيوعية خارج حدودها. حلف وارسو: حلف عسكري تأسس عام 1955 بقيادة الاتحاد السوفيتي، كرد فعل على حلف الناتو.,حركة عدم الانحيز: تيار سياسي ظهر خلال الحرب الباردة، تأسس عام 1961 في مؤتمر بلغراد، يضم دولًا نامية رفضت الانضمام إلى أي من المعسكرين الشرقي (حلف وارسو) أو الغربي (حلفه العسكري). سياسة الاحتكام: استراتيجية أمريكية ظهرت بعد الحرب العالمية الثانية، تهدف إلى منع انتشار الشيوعية والحد منها عبر المساعدات الاقتصادية والعسكرية. حلف وارسo: تحالف عسكري شرقي تأسس عام...,0.2075,0.0,0.8059,6.5,8.0,5.56
lora_deepbac_model_ALLaM,عرف بالشخصية: أحمد سوكارنو,1931-1973، رئيس أندونيسيا (1945/1967)، ترأس مؤتمر باندونغ الذي احتضنه بلده عام 1955 للمتضامن الأفروآسيوي، أحد مؤسسي حركة عدم الانحياز.,رئيس إندونيسيا (1945-1967)، أحد زعماء حركة عدم الانحياز، لعب دوراً بارزاً في الكفاح ضد الاستعمار الهولندي.,0.0,0.5714,0.7975,6.5,9.0,2.12
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات البيئية في الجزائر؟,الإصلاحات: حماية البيئة، مكافحة التلوث، وتعزيز التنمية المستدامة.,الإصلاحات: حماية البيئة، مكافحة التلوث، وتعزيز التنمية المستدامة.,1.0,0.0,1.0,10.0,10.0,1.18
lora_deepbac_model_ALLaM,ما هي أهم المحطات التاريخية في الثورة الجزائرية؟,المحطات: اندلاع الثورة في 1 نوفمبر 1954، مؤتمر الصومام 1956، معركة الجزائر 1957، إضراب الثمانية أيام 1957، واتفاقيات إيفيان 1962.,"- 1954 تاريخ اندلاع الثورة التحريرية.
- اتفاقيات إيفيان في 18 مارس 1062 تاريخ وقف إطلاق النار.",0.0,0.2222,0.7332,4.0,9.0,2.28
lora_deepbac_model_ALLaM,اشرح مصطلح: حلف شمال الأطلسي (الناتو),حلف شمال الأطلسي (الناتو) هو تحالف عسكري غربي تأسس عام 1949 بموجب معاهدة واشنطن، يضم الولايات المتحدة وكندا ودول أوروبا الغربية، ويهدف إلى الدفاع الجماعي ضد أي هجوم مسلح على أي من أعضائه، وكان مواجهاً للمعسكر الشيوعي بقيادة الاتحاد السوفيتي.,حلف عسكري غربي تأسس عام 1949 بقيادة الولايات المتحدة الأمريكية، يهدف إلى تعزيز التعاون العسكري بين الدول الأعضاء ومواجهة التهديدات الشيوعية خلال الحرب الباردة.,0.0884,1.0,0.7644,7.5,9.0,1.9
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الضريبية في الجزائر؟,الإصلاحات: تحسين النظام الضريبي، مكافحة التهرب، وزيادة العدالة.,الإصلاحات: تحسين النظام الضريبي، مكافحة التهرب، وزيادة العدالة.,1.0,0.0,1.0,10.0,10.0,1.53
lora_deepbac_model_ALLaM,أكمل الجدول: الحدث وتاريخه: إعلان مبدأ ترومان,12/03/1947,31/03/1947,0.6687,0.6667,0.9735,1.0,3.0,1.15
lora_deepbac_model_ALLaM,ما هي أهم الإنجازات الاقتصادية في الجزائر؟,الإنجازات: تطوير قطاع النفط والغاز، بناء البنية التحتية، وتحسين مستوى المعيشة.,الإنجازات: تطوير البنية التحتية، دعم المؤسسات الصغيرة، وتحسين المناخ الاستثماري.,0.0,0.0,0.8798,7.0,9.0,1.3
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الرياضية في الجزائر؟,الإصلاحات: دعم الرياضة، تطوير البنية التحتية، وتحسين الأداء.,الإصلاحات: تطوير الرياضة، دعم المواهب، وتحسين النتائج.,0.0,0.0,0.9023,9.0,10.0,1.46
lora_deepbac_model_ALLaM,اشرح مصطلح: القطبية الثنائية,القطبية الثنائية هي نظام دولي ظهر بعد الحرب العالمية الثانية، يتميز بوجود قوتين عظميين هما الولايات المتحدة والاتحاد السوفيتي، حيث انقسم العالم إلى معسكرين متعارضين أيديولوجياً وسياسياً وعسكرياً، مع هيمنة هاتين القوتين على العلاقات الدولية.,القطبية الثنائية: نظام دولي ظهر بعد الحرب العالمية الثانية، يتميز بوجود قوتين عظميين هما الولايات المتحدة والاتحاد السوفيتي، تتنافسان على الهيمنة العالمية.,0.4193,0.0,0.8491,8.5,9.5,2.21
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الإدارية في الجزائر؟,الإصلاحات: تحديث الإدارة، مكافحة البيروقراطية، وتحسين الخدمات العامة.,الإصلاحات: تحسين الإدارة، مكافحة الفساد، وتعزيز الكفاءة.,0.0,0.0,0.9164,7.0,9.0,1.13
lora_deepbac_model_ALLaM,اشرح مصطلح 'حركات التحرر'.,حركات التحرر: رد فعل شعوب المستعمرات في كل من إفريقيا وآسيا وأمريكا اللاتينية على الوجود الاستعماري، اتخذت أشكالاً متعددة سياسية وعسكرية، تهدف إلى الاستقلال واسترجاع السيادة الوطنية.,حركات التحرّر هي حركات قومية وسياسية مسلحة قامت بها الشعوب المستعمرة ضد الاستعمار في سبيل تحقيق الاستقلال.,0.0,0.0,0.7752,7.5,9.0,1.8
lora_deepbac_model_ALLaM,اكتب مقالا تاريخيا تبين فيه رد فعل الثورة الجزائرية على هذه الإجراءات.,رد فعل الثورة الجزائرية على هذه الإجراءات: تكثيف النشاط الدبلوماسي للتعريف بالقضية الجزائرية في المحافل الدولية (مؤتمر باندونغ 1955، الأمم المتحدة)، النشاط الإعلامي لتفنيد الدعاية الفرنسية وتأكيد شرعية الثورة (إذاعة صوت الجزائر، جريدة المجاهد)، المشاركة في المهرجانات العالمية (رياضية، ثقافية)، إنشاء الحكومة المؤقتة للجمهورية الجزائرية 1958، إنشاء جيش الحدود للتكفل بجلب الأسلحة والمؤونة من الخارج، إنشاء فدرالية جبهة التحرير في فرنسا (تعبئة المهاجرين لدعم الثورة).,رد فعل الثورةالجزائرية على مخططات القمع والتصفية: اعتماد استراتيجية عسكرية وسياسية شاملة، مثل عمليات التحرير (مثل معركة الجزائر 1957)، التفاوض مع دول عدم الانحياز، وتنظيم مؤتمرات دولية لكشف الانتهاكات الفرنسية.,0.0,0.0,0.7184,7.0,5.0,3.4
lora_deepbac_model_ALLaM,عرف الشخصية: عبان رمضان,(1920-1957)، مناضل في صفوف حربة الانتصار للحريات الديمقراطية، عضو في المنظمة الخاصة 1947، التحق بالثورة في 1955، شارك في التحضير لمؤتمر الصماد 1956، استشهد في 1957.,مناضل جزائري وأحد مؤسسي جبهة التحرير الوطني، عضو في لجنة التنفيذ والتنسيق والمجلس الوطني للثورة، نظم مؤتمر الصومام عام 1956، وكان مسؤول التنظيم العسكري للجبهة.,0.0,0.2857,0.7414,7.5,9.0,2.74
lora_deepbac_model_ALLaM,اشرح مصطلح تكنولوجيا المعلومات.,استخدام التطور التقني في المجال التكنولوجي (52.0) لنقل المعلومات (52.0) بسرعة فائقة وغزارة ربحا للجهد والوقت (5205).,تكنولوجيا المعلومات: قطاع يشمل التطورات الكبيرة في مجال الحوسبة والاتصالات، ويعتبر عاملاً أساسياً في العولمة الاقتصادية، ويتميز بزيادة حجم التبادل التجاري الدولي وتحسين الكفاءة الإنتاجية.,0.0,0.0,0.6787,7.5,8.5,2.59
lora_deepbac_model_ALLaM,انطلاقا من الفقرة واعتمادا على ما درست اكتب مقالا جغرافيا تبين فيه مظاهر التكامل والاندماج داخل الاتحاد الأوروبي,مظاهر التكامل والاندماج داخل الاتحاد الأوروبي: إقامة سوق مشتركة، إنشاء عملة موحدة (اليورو)، حرية تنقل السلع والأشخاص والخدمات ورؤوس الأموال، سياسة زراعية مشتركة، مؤسسات مشتركة (البرلمان الأوروبي، المفوضية الأوروبية، محكمة العدل الأوروبية).,مظاهر التكامل والدمج داخل الاتحاد: إنشاء سوق مشتركة، اعتماد عملة موحدة (اليورو)، سياسة زراعية مشتركة، حرية حركة الأشخاص والسلع والأموال، مشاريع بنية تحتية مثل الطريق السريع الأوروبي، تعاون اقتصادي وصناعي، سياسات صيد بحري مشتركة، سياسة طاقة موحدة.,0.1828,0.0,0.8697,7.0,3.0,4.08
lora_deepbac_model_ALLaM,تعرف بالشخصية: جون كنيدي,رئيس الولايات المتحدة الأمريكية، عايش عدة أزمات أهمها أزمة كوبا 1962، واجه المعسكر الشرقي في صراع الحرب الباردة، دافع عن الزنوج وحارب التمييز العنصري، قام بسياسة غزو الفضاء والسباق العلمي مع الاتحاد السوفياتي، ساند الثورة الجزائرية، اغتيل في دالاس عام 1963.,رئيس الولايات المتحدة الأمريكية (1961-1953)، شهدت فترة حكمه أزمة الصواريخ الكوبية وبداية التدخل الأمريكي في فيتنام.,0.0,0.0,0.7168,5.0,7.0,1.97
lora_deepbac_model_ALLaM,اشرح مصطلح: سباق التسلح,سباق التسلح هو تنافس بين الولايات المتحدة والاتحاد السوفيتي خلال الحرب الباردة لتطوير أسلحة نووية وتقليدية بكميات هائلة، بهدف تحقيق التفوق العسكري.,سباق التسلح هو تنافس شديد بين الولايات المتحدة والاتحاد السوفيتي خلال الحرب الباردة في تطوير الأسلحة التقليدية والنووية، بهدف تحقيق التفوق العسكري، وأدى إلى تراكم أسلحة دمار شامل وزيادة التوتر الدولي.,0.3361,0.0,0.8956,10.0,9.5,2.64
lora_deepbac_model_ALLaM,ما هي أهم السياسات الحكومية لمواجهة التحديات الاقتصادية؟,السياسات: التنويع الاقتصادي، دعم القطاع الخاص، وتحسين مناخ الاستثمار.,السياسات: تحسين مناخ الاستثمار، دعم المؤسسات، وتعزيز الصادرات.,0.0,0.0,0.9069,5.0,8.5,1.17
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات التشريعية في الجزائر؟,الإصلاحات: تحديث القوانين، تحسين البيئة القانونية، وحماية الحقوق.,الإصلاحات: تحديث التشريعات، تحسين البيئة القانونية، وحماية الحقوق.,0.658,0.0,0.9671,10.0,10.0,1.33
lora_deepbac_model_ALLaM,اشرح مصطلح: الحرب الباردة,الحرب الباردة هي صراع أيديولوجي وسياسي وعسكري بين المعسكر الشرقي بقيادة الاتحاد السوفيتي والمعسكر الغربي بقيادة الولايات المتحدة الأمريكية، استمر من نهاية الحرب العالمية الثانية حتى انهيار الاتحاد السوفيتي عام 1991، وتميز بالسباق نحو التسلح والتنافس على مناطق النفوذ دون مواجهة عسكرية مباشرة.,الحرب الباردة هي صراع أيديولوجي وسياسي وعسكري غير مباشر بين المعسكرين الشرقي بقيادة الاتحاد السوفيتي والغربي بقيادة الولايات المتحدة الأمريكية، بعد الحرب العالمية الثانية، دون مواجهة عسكرية مباشرة بينهما.,0.2857,0.0,0.8664,7.5,9.0,2.47
lora_deepbac_model_ALLaM,اشرح مصطلح الشركات متعددة الجنسيات.,الشركات متعددة الجنسيات: شركات عمالقة ذات رؤوس أموال ضخمة وإمكانيات تكنولوجية هائلة، لها فروع في مختلف أنحاء العالم متعددة الوظائف والجنسيات، تسيطر على الأسواق العالمية ويتعدى نشاطها المجال الاقتصادي.,شركات عابرة للقارات تعمل في أكثر من دولة ولها دور فعال في الاقتصاد العالمي وتتواجد معظمها في الدول المتقدمة.,0.0,0.0,0.7374,6.5,7.0,1.78
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الجمركية في الجزائر؟,الإصلاحات: تبسيط الإجراءات، تحسين الكفاءة، ومكافحة التهريب.,الإصلاحات: تبسيط الإجراءات، تحسين الكفاءة، ومكافحة التهريب.,1.0,0.0,1.0,10.0,10.0,1.34
lora_deepbac_model_ALLaM,أكمل الجدول: حدث توحيد الألمانيتين,تاريخه: 3 أكتوبر 1990,31/08/1990,0.0,0.4,0.6988,1.0,9.0,1.15
lora_deepbac_model_ALLaM,ما هي أهم المعارك في الثورة الجزائرية؟,المعارك: معركة الجزائر، معركة سيدي فرج، معركة جبل الأبيض، ومعركة وادي زم.,المعارك: معركة جبل سيدي عبد الله، معركة جبل عمور، معركة الكويبة، ومعركة الهضبة.,0.0,0.0,0.9084,1.0,9.0,2.02
lora_deepbac_model_ALLaM,ما هي أهم الإصلاحات الصحية في الجزائر؟,الإصلاحات: توسيع التغطية، تحسين الخدمات، وتطوير البنية التحتية.,الإصلاحات: توسيع التغطية الصحية، تحسين الخدمات، وتطوير البنية التحتية.,0.5877,0.0,0.9801,10.0,10.0,1.27
lora_deepbac_model_ALLaM,اشرح ما تحته خط في النص: التجارة الخارجية,التجارة الخارجية هي تبادل السلع والخدمات بين الدول، وتشمل الصادرات والواردات. في سياق النص، تعاني الدول النامية من علاقات تجارية غير متكافئة، حيث تصدر المواد الخام بأسعار منخفضة وتستورد السلع المصنعة بأسعار مرتفعة.,تبادل السلع والخدمات مع الدول الأخرى (الاستيراد) وتصديرها (الإنتاج) بهدف الحصول على العملة الصعبة.,0.0,0.0,0.7368,7.5,9.0,1.87
lora_deepbac_model_ALLaM,اكتب مقالا جغرافيا تبين فيه الصعوبات الاقتصادية التي تواجه بلدان العالم المتخلف.,الصعوبات الاقتصادية التي تواجه بلدان العالم المتخلف: (لم تذكر في النص المقدم، ولكن بناءً على السياق العام، يمكن ذكر صعوبات مثل: ضعف البنية التحتية، نقص رؤوس الأموال، التبعية الاقتصادية، ضعف التصنيع، المديونية الخارجية، التخلف التكنولوجي، ضعف الموارد البشرية المؤهلة، عدم استقرار الأسواق العالمية للمواد الأولية).,الصعوبات الاقتصادية التي تواجهها بلدان العالم الثالث تشمل: التخلف التكنولوجي، ضعف البنية التحتية، الاعتماد على سلعة واحدة في التصدير، الديون الثقيلة، سوء إدارة الموارد، البطالة، والفقر.,0.0,0.0,0.7872,9.0,3.0,2.26
lora_deepbac_model_ALLaM,عرف الشخصية التالية: هاري ترومان,رئيس الولايات المتحدة الأمريكية (1945-1953)، وافق على استخدام القنبلة الهيدروجينية على اليابان خلال الحرب العالمية الثانية، أحد أقطاب الحرب الباردة، وصاحب مبدأ حمل اسمه (مبدأ ترومان 1947)، وتدخل عسكريا في كوريا، وعرف بدعمه الشديد لليهود.,رئيس الولايات المتحدة الأمريكية (31 ديسمبر 1948 - 01 أبريل 15) صاحب مبدأ يحمل اسمه، أحد موقعي اتفاقية يالطا 16-02-1974، كان له دور في إنشاء منظمة حلف شمال الأطلسي 04-041950، أمر بقنبلة هيروشيما وناجازاكي بالقنابل الذرية أثناء الحرب العالمية الثانية.,0.0936,0.0,0.7403,3.0,5.0,4.91
